Taxon,redlistCategory,Resolution,Methods,Year,Pearson's r,MTCO2e
Reptiles,Critically Endangered,0.5,JP,1888,0.177,4324.25
Reptiles,Critically Endangered,0.5,JP,1889,0.177,4339.29
Reptiles,Critically Endangered,0.5,JP,1890,0.176,4601.05
Reptiles,Critically Endangered,0.5,JP,1891,0.176,4752.98
Reptiles,Critically Endangered,0.5,JP,1892,0.175,4791.43
Reptiles,Critically Endangered,0.5,JP,1893,0.175,4771.07
Reptiles,Critically Endangered,0.5,JP,1894,0.175,4897.12
Reptiles,Critically Endangered,0.5,JP,1895,0.174,5102.3
Reptiles,Critically Endangered,0.5,JP,1896,0.174,5225.58
Reptiles,Critically Endangered,0.5,JP,1897,0.173,5406.76
Reptiles,Critically Endangered,0.5,JP,1898,0.173,5618.41
Reptiles,Critically Endangered,0.5,JP,1899,0.173,5990.29
Reptiles,Critically Endangered,0.5,JP,1900,0.172,6242.25
Reptiles,Critically Endangered,0.5,JP,1901,0.172,6398.4
Reptiles,Critically Endangered,0.5,JP,1902,0.172,6525.69
Reptiles,Critically Endangered,0.5,JP,1903,0.171,6960.58
Reptiles,Critically Endangered,0.5,JP,1904,0.171,7034.49
Reptiles,Critically Endangered,0.5,JP,1905,0.17,7371.01
Reptiles,Critically Endangered,0.5,JP,1906,0.17,7678.75
Reptiles,Critically Endangered,0.5,JP,1907,0.17,8452.3
Reptiles,Critically Endangered,0.5,JP,1908,0.169,8234.47
Reptiles,Critically Endangered,0.5,JP,1909,0.169,8487.3
Reptiles,Critically Endangered,0.5,JP,1910,0.169,8827.21
Reptiles,Critically Endangered,0.5,JP,1911,0.168,8957.82
Reptiles,Critically Endangered,0.5,JP,1912,0.168,9309.66
Reptiles,Critically Endangered,0.5,JP,1913,0.167,9927.85
Reptiles,Critically Endangered,0.5,JP,1914,0.167,9229.24
Reptiles,Critically Endangered,0.5,JP,1915,0.166,9142.34
Reptiles,Critically Endangered,0.5,JP,1916,0.166,9685.77
Reptiles,Critically Endangered,0.5,JP,1917,0.165,9993.44
Reptiles,Critically Endangered,0.5,JP,1918,0.165,9896.8
Reptiles,Critically Endangered,0.5,JP,1919,0.164,8905.55
Reptiles,Critically Endangered,0.5,JP,1920,0.164,9993.64
Reptiles,Critically Endangered,0.5,JP,1921,0.164,9036.88
Reptiles,Critically Endangered,0.5,JP,1922,0.163,9440.31
Reptiles,Critically Endangered,0.5,JP,1923,0.163,10458.99
Reptiles,Critically Endangered,0.5,JP,1924,0.163,10516.44
Reptiles,Critically Endangered,0.5,JP,1925,0.163,10671.69
Reptiles,Critically Endangered,0.5,JP,1926,0.162,10557.28
Reptiles,Critically Endangered,0.5,JP,1927,0.162,11402.16
Reptiles,Critically Endangered,0.5,JP,1928,0.162,11401.07
Reptiles,Critically Endangered,0.5,JP,1929,0.161,12110.35
Reptiles,Critically Endangered,0.5,JP,1930,0.161,11421.35
Reptiles,Critically Endangered,0.5,JP,1931,0.161,10502.01
Reptiles,Critically Endangered,0.5,JP,1932,0.161,9763.69
Reptiles,Critically Endangered,0.5,JP,1933,0.16,10175.85
Reptiles,Critically Endangered,0.5,JP,1934,0.16,10875.6
Reptiles,Critically Endangered,0.5,JP,1935,0.16,11323.5
Reptiles,Critically Endangered,0.5,JP,1936,0.159,12197.97
Reptiles,Critically Endangered,0.5,JP,1937,0.159,12904.77
Reptiles,Critically Endangered,0.5,JP,1938,0.159,12355.64
Reptiles,Critically Endangered,0.5,JP,1939,0.158,12957.99
Reptiles,Critically Endangered,0.5,JP,1940,0.158,13783.93
Reptiles,Critically Endangered,0.5,JP,1941,0.157,14098.08
Reptiles,Critically Endangered,0.5,JP,1942,0.157,14192.13
Reptiles,Critically Endangered,0.5,JP,1943,0.156,14682.31
Reptiles,Critically Endangered,0.5,JP,1944,0.156,14690.47
Reptiles,Critically Endangered,0.5,JP,1945,0.155,13012.78
Reptiles,Critically Endangered,0.5,JP,1946,0.154,14143.72
Reptiles,Critically Endangered,0.5,JP,1947,0.154,15465.85
Reptiles,Critically Endangered,0.5,JP,1948,0.153,16207.23
Reptiles,Critically Endangered,0.5,JP,1949,0.153,15916.8
Reptiles,Critically Endangered,0.5,JP,1950,0.152,16890.93
Reptiles,Critically Endangered,0.5,JP,1951,0.152,17999.91
Reptiles,Critically Endangered,0.5,JP,1952,0.151,18289.06
Reptiles,Critically Endangered,0.5,JP,1953,0.15,18807.37
Reptiles,Critically Endangered,0.5,JP,1954,0.15,19294.46
Reptiles,Critically Endangered,0.5,JP,1955,0.149,20897.93
Reptiles,Critically Endangered,0.5,JP,1956,0.148,22089.56
Reptiles,Critically Endangered,0.5,JP,1957,0.148,22826.03
Reptiles,Critically Endangered,0.5,JP,1958,0.148,23548.55
Reptiles,Critically Endangered,0.5,JP,1959,0.147,24752.49
Reptiles,Critically Endangered,0.5,JP,1960,0.146,25988.11
Reptiles,Critically Endangered,0.5,JP,1961,0.146,26188.78
Reptiles,Critically Endangered,0.5,JP,1962,0.145,27104.02
Reptiles,Critically Endangered,0.5,JP,1963,0.145,28523.2
Reptiles,Critically Endangered,0.5,JP,1964,0.144,29803.1
Reptiles,Critically Endangered,0.5,JP,1965,0.144,31127.83
Reptiles,Critically Endangered,0.5,JP,1966,0.144,32601.15
Reptiles,Critically Endangered,0.5,JP,1967,0.143,33451.89
Reptiles,Critically Endangered,0.5,JP,1968,0.143,35010.35
Reptiles,Critically Endangered,0.5,JP,1969,0.143,37112.04
Reptiles,Critically Endangered,0.5,JP,1970,0.143,39614.23
Reptiles,Critically Endangered,0.5,JP,1971,0.143,40530.42
Reptiles,Critically Endangered,0.5,JP,1972,0.142,42211.48
Reptiles,Critically Endangered,0.5,JP,1973,0.142,44280.37
Reptiles,Critically Endangered,0.5,JP,1974,0.142,44121.82
Reptiles,Critically Endangered,0.5,JP,1975,0.141,44050.01
Reptiles,Critically Endangered,0.5,JP,1976,0.141,46057.62
Reptiles,Critically Endangered,0.5,JP,1977,0.14,47041.32
Reptiles,Critically Endangered,0.5,JP,1978,0.14,48596.89
Reptiles,Critically Endangered,0.5,JP,1979,0.139,49858.01
Reptiles,Critically Endangered,0.5,JP,1980,0.139,49454.78
Reptiles,Critically Endangered,0.5,JP,1981,0.138,48207.63
Reptiles,Critically Endangered,0.5,JP,1982,0.137,47704.35
Reptiles,Critically Endangered,0.5,JP,1983,0.137,48048.05
Reptiles,Critically Endangered,0.5,JP,1984,0.136,49506.89
Reptiles,Critically Endangered,0.5,JP,1985,0.135,50883.29
Reptiles,Critically Endangered,0.5,JP,1986,0.133,51424.55
Reptiles,Critically Endangered,0.5,JP,1987,0.131,52670.11
Reptiles,Critically Endangered,0.5,JP,1988,0.13,54519.88
Reptiles,Critically Endangered,0.5,JP,1989,0.129,55424.76
Reptiles,Critically Endangered,0.5,JP,1990,0.128,54478.18
Reptiles,Critically Endangered,0.5,JP,1991,0.128,55314.77
Reptiles,Critically Endangered,0.5,JP,1992,0.126,53864.92
Reptiles,Endangered,0.5,Forward,1850,0.152,1671.58
Reptiles,Endangered,0.5,Forward,1851,0.152,1685.14
Reptiles,Endangered,0.5,Forward,1852,0.152,1712.52
Reptiles,Endangered,0.5,Forward,1853,0.152,1744.62
Reptiles,Endangered,0.5,Forward,1854,0.152,1838.26
Reptiles,Endangered,0.5,Forward,1855,0.153,1855.61
Reptiles,Endangered,0.5,Forward,1856,0.153,1902.93
Reptiles,Endangered,0.5,Forward,1857,0.153,1918.21
Reptiles,Endangered,0.5,Forward,1858,0.153,1931.72
Reptiles,Endangered,0.5,Forward,1859,0.153,1977.01
Reptiles,Endangered,0.5,Forward,1860,0.153,2049.92
Reptiles,Endangered,0.5,Forward,1861,0.153,2096.42
Reptiles,Endangered,0.5,Forward,1862,0.153,2115.8
Reptiles,Endangered,0.5,Forward,1863,0.153,2174.59
Reptiles,Endangered,0.5,Forward,1864,0.153,2248.07
Reptiles,Endangered,0.5,Forward,1865,0.153,2309.96
Reptiles,Endangered,0.5,Forward,1866,0.153,2347.4
Reptiles,Endangered,0.5,Forward,1867,0.153,2426.49
Reptiles,Endangered,0.5,Forward,1868,0.152,2461.67
Reptiles,Endangered,0.5,Forward,1869,0.152,2535.26
Reptiles,Endangered,0.5,Forward,1870,0.152,2568.52
Reptiles,Endangered,0.5,Forward,1871,0.152,2651.61
Reptiles,Endangered,0.5,Forward,1872,0.153,2805.06
Reptiles,Endangered,0.5,Forward,1873,0.153,2910.03
Reptiles,Endangered,0.5,Forward,1874,0.153,2835.53
Reptiles,Endangered,0.5,Forward,1875,0.153,2975.62
Reptiles,Endangered,0.5,Forward,1876,0.153,3016
Reptiles,Endangered,0.5,Forward,1877,0.153,3067.16
Reptiles,Endangered,0.5,Forward,1878,0.153,3090.95
Reptiles,Endangered,0.5,Forward,1879,0.153,3221.87
Reptiles,Endangered,0.5,Forward,1880,0.153,3466.18
Reptiles,Endangered,0.5,Forward,1881,0.153,3535.83
Reptiles,Endangered,0.5,Forward,1882,0.153,3664.01
Reptiles,Endangered,0.5,Forward,1883,0.153,3812.37
Reptiles,Endangered,0.5,Forward,1884,0.153,3847.57
Reptiles,Endangered,0.5,Forward,1885,0.153,3877.67
Reptiles,Endangered,0.5,Forward,1886,0.153,3925.95
Reptiles,Endangered,0.5,Forward,1887,0.153,4052.51
Reptiles,Endangered,0.5,Forward,1888,0.153,4324.25
Reptiles,Endangered,0.5,Forward,1889,0.153,4339.29
Reptiles,Endangered,0.5,Forward,1890,0.153,4601.05
Reptiles,Endangered,0.5,Forward,1891,0.153,4752.98
Reptiles,Endangered,0.5,Forward,1892,0.153,4791.43
Reptiles,Endangered,0.5,Forward,1893,0.153,4771.07
Reptiles,Endangered,0.5,Forward,1894,0.152,4897.12
Reptiles,Endangered,0.5,Forward,1895,0.152,5102.3
Reptiles,Endangered,0.5,Forward,1896,0.152,5225.58
Reptiles,Endangered,0.5,Forward,1897,0.152,5406.76
Reptiles,Endangered,0.5,Forward,1898,0.152,5618.41
Reptiles,Endangered,0.5,Forward,1899,0.152,5990.29
Reptiles,Endangered,0.5,Forward,1900,0.152,6242.25
Reptiles,Endangered,0.5,Forward,1901,0.152,6398.4
Reptiles,Endangered,0.5,Forward,1902,0.152,6525.69
Reptiles,Endangered,0.5,Forward,1903,0.152,6960.58
Reptiles,Endangered,0.5,Forward,1904,0.152,7034.49
Reptiles,Endangered,0.5,Forward,1905,0.152,7371.01
Reptiles,Endangered,0.5,Forward,1906,0.152,7678.75
Reptiles,Endangered,0.5,Forward,1907,0.152,8452.3
Reptiles,Endangered,0.5,Forward,1908,0.152,8234.47
Reptiles,Endangered,0.5,Forward,1909,0.151,8487.3
Reptiles,Endangered,0.5,Forward,1910,0.151,8827.21
Reptiles,Endangered,0.5,Forward,1911,0.151,8957.82
Reptiles,Endangered,0.5,Forward,1912,0.151,9309.66
Reptiles,Endangered,0.5,Forward,1913,0.151,9927.85
Reptiles,Endangered,0.5,Forward,1914,0.15,9229.24
Reptiles,Endangered,0.5,Forward,1915,0.15,9142.34
Reptiles,Endangered,0.5,Forward,1916,0.15,9685.77
Reptiles,Endangered,0.5,Forward,1917,0.149,9993.44
Reptiles,Endangered,0.5,Forward,1918,0.149,9896.8
Reptiles,Endangered,0.5,Forward,1919,0.149,8905.55
Reptiles,Endangered,0.5,Forward,1920,0.149,9993.64
Reptiles,Endangered,0.5,Forward,1921,0.148,9036.88
Reptiles,Endangered,0.5,Forward,1922,0.148,9440.31
Reptiles,Endangered,0.5,Forward,1923,0.148,10458.99
Reptiles,Endangered,0.5,Forward,1924,0.148,10516.44
Reptiles,Endangered,0.5,Forward,1925,0.147,10671.69
Reptiles,Endangered,0.5,Forward,1926,0.147,10557.28
Reptiles,Endangered,0.5,Forward,1927,0.147,11402.16
Reptiles,Endangered,0.5,Forward,1928,0.147,11401.07
Reptiles,Endangered,0.5,Forward,1929,0.146,12110.35
Reptiles,Endangered,0.5,Forward,1930,0.146,11421.35
Reptiles,Endangered,0.5,Forward,1931,0.146,10502.01
Reptiles,Endangered,0.5,Forward,1932,0.146,9763.69
Reptiles,Endangered,0.5,Forward,1933,0.145,10175.85
Reptiles,Endangered,0.5,Forward,1934,0.145,10875.6
Reptiles,Endangered,0.5,Forward,1935,0.145,11323.5
Reptiles,Endangered,0.5,Forward,1936,0.144,12197.97
Reptiles,Endangered,0.5,Forward,1937,0.144,12904.77
Reptiles,Endangered,0.5,Forward,1938,0.144,12355.64
Reptiles,Endangered,0.5,Forward,1939,0.143,12957.99
Reptiles,Endangered,0.5,Forward,1940,0.143,13783.93
Reptiles,Endangered,0.5,Forward,1941,0.142,14098.08
Reptiles,Endangered,0.5,Forward,1942,0.142,14192.13
Reptiles,Endangered,0.5,Forward,1943,0.141,14682.31
Reptiles,Endangered,0.5,Forward,1944,0.141,14690.47
Reptiles,Endangered,0.5,Forward,1945,0.14,13012.78
Reptiles,Endangered,0.5,Forward,1946,0.14,14143.72
Reptiles,Endangered,0.5,Forward,1947,0.139,15465.85
Reptiles,Endangered,0.5,Forward,1948,0.139,16207.23
Reptiles,Endangered,0.5,Forward,1949,0.138,15916.8
Reptiles,Endangered,0.5,Forward,1950,0.138,16890.93
Reptiles,Endangered,0.5,Forward,1951,0.137,17999.91
Reptiles,Endangered,0.5,Forward,1952,0.136,18289.06
Reptiles,Endangered,0.5,Forward,1953,0.135,18807.37
Reptiles,Endangered,0.5,Forward,1954,0.135,19294.46
Reptiles,Endangered,0.5,Forward,1955,0.134,20897.93
Reptiles,Endangered,0.5,Forward,1956,0.133,22089.56
Reptiles,Endangered,0.5,Forward,1957,0.132,22826.03
Reptiles,Endangered,0.5,Forward,1958,0.131,23548.55
Reptiles,Endangered,0.5,Forward,1959,0.13,24752.49
Reptiles,Endangered,0.5,Forward,1960,0.129,25988.11
Reptiles,Endangered,0.5,Forward,1961,0.129,26188.78
Reptiles,Endangered,0.5,Forward,1962,0.128,27104.02
Reptiles,Endangered,0.5,Forward,1963,0.128,28523.2
Reptiles,Endangered,0.5,Forward,1964,0.127,29803.1
Reptiles,Endangered,0.5,Forward,1965,0.127,31127.83
Reptiles,Endangered,0.5,Forward,1966,0.126,32601.15
Reptiles,Endangered,0.5,Forward,1967,0.126,33451.89
Reptiles,Endangered,0.5,Forward,1968,0.125,35010.35
Reptiles,Endangered,0.5,Forward,1969,0.125,37112.04
Reptiles,Endangered,0.5,Forward,1970,0.124,39614.23
Reptiles,Endangered,0.5,Forward,1971,0.124,40530.42
Reptiles,Endangered,0.5,Forward,1972,0.123,42211.48
Reptiles,Endangered,0.5,Forward,1973,0.123,44280.37
Reptiles,Endangered,0.5,Forward,1974,0.122,44121.82
Reptiles,Endangered,0.5,Forward,1975,0.122,44050.01
Reptiles,Endangered,0.5,Forward,1976,0.121,46057.62
Reptiles,Endangered,0.5,Forward,1977,0.121,47041.32
Reptiles,Endangered,0.5,Forward,1978,0.12,48596.89
Reptiles,Endangered,0.5,Forward,1979,0.12,49858.01
Reptiles,Endangered,0.5,Forward,1980,0.119,49454.78
Reptiles,Endangered,0.5,Forward,1981,0.118,48207.63
Reptiles,Endangered,0.5,Forward,1982,0.117,47704.35
Reptiles,Endangered,0.5,Forward,1983,0.116,48048.05
Reptiles,Endangered,0.5,Forward,1984,0.115,49506.89
Reptiles,Endangered,0.5,Forward,1985,0.114,50883.29
Reptiles,Endangered,0.5,Forward,1986,0.113,51424.55
Reptiles,Endangered,0.5,Forward,1987,0.112,52670.11
Reptiles,Endangered,0.5,Forward,1988,0.111,54519.88
Reptiles,Endangered,0.5,Forward,1989,0.11,55424.76
Reptiles,Endangered,0.5,Forward,1990,0.109,54478.18
Reptiles,Endangered,0.5,Forward,1991,0.108,55314.77
Reptiles,Endangered,0.5,Forward,1992,0.108,53864.92
Reptiles,Endangered,0.5,Backward,1850,0.103,1671.58
Reptiles,Endangered,0.5,Backward,1851,0.103,1685.14
Reptiles,Endangered,0.5,Backward,1852,0.103,1712.52
Reptiles,Endangered,0.5,Backward,1853,0.103,1744.62
Reptiles,Endangered,0.5,Backward,1854,0.103,1838.26
Reptiles,Endangered,0.5,Backward,1855,0.103,1855.61
Reptiles,Endangered,0.5,Backward,1856,0.103,1902.93
Reptiles,Endangered,0.5,Backward,1857,0.103,1918.21
Reptiles,Endangered,0.5,Backward,1858,0.103,1931.72
Reptiles,Endangered,0.5,Backward,1859,0.103,1977.01
Reptiles,Endangered,0.5,Backward,1860,0.103,2049.92
Reptiles,Endangered,0.5,Backward,1861,0.103,2096.42
Reptiles,Endangered,0.5,Backward,1862,0.102,2115.8
Reptiles,Endangered,0.5,Backward,1863,0.102,2174.59
Reptiles,Endangered,0.5,Backward,1864,0.102,2248.07
Reptiles,Endangered,0.5,Backward,1865,0.102,2309.96
Reptiles,Endangered,0.5,Backward,1866,0.102,2347.4
Reptiles,Endangered,0.5,Backward,1867,0.102,2426.49
Reptiles,Endangered,0.5,Backward,1868,0.102,2461.67
Reptiles,Endangered,0.5,Backward,1869,0.102,2535.26
Reptiles,Endangered,0.5,Backward,1870,0.102,2568.52
Reptiles,Endangered,0.5,Backward,1871,0.102,2651.61
Reptiles,Endangered,0.5,Backward,1872,0.102,2805.06
Reptiles,Endangered,0.5,Backward,1873,0.102,2910.03
Reptiles,Endangered,0.5,Backward,1874,0.102,2835.53
Reptiles,Endangered,0.5,Backward,1875,0.102,2975.62
Reptiles,Endangered,0.5,Backward,1876,0.102,3016
Reptiles,Endangered,0.5,Backward,1877,0.102,3067.16
Reptiles,Endangered,0.5,Backward,1878,0.102,3090.95
Reptiles,Endangered,0.5,Backward,1879,0.102,3221.87
Reptiles,Endangered,0.5,Backward,1880,0.102,3466.18
Reptiles,Endangered,0.5,Backward,1881,0.102,3535.83
Reptiles,Endangered,0.5,Backward,1882,0.102,3664.01
Reptiles,Endangered,0.5,Backward,1883,0.102,3812.37
Reptiles,Endangered,0.5,Backward,1884,0.102,3847.57
Reptiles,Endangered,0.5,Backward,1885,0.102,3877.67
Reptiles,Endangered,0.5,Backward,1886,0.102,3925.95
Reptiles,Endangered,0.5,Backward,1887,0.102,4052.51
Reptiles,Endangered,0.5,Backward,1888,0.102,4324.25
Reptiles,Endangered,0.5,Backward,1889,0.102,4339.29
Reptiles,Endangered,0.5,Backward,1890,0.102,4601.05
Reptiles,Endangered,0.5,Backward,1891,0.102,4752.98
Reptiles,Endangered,0.5,Backward,1892,0.102,4791.43
Reptiles,Endangered,0.5,Backward,1893,0.102,4771.07
Reptiles,Endangered,0.5,Backward,1894,0.102,4897.12
Reptiles,Endangered,0.5,Backward,1895,0.102,5102.3
Reptiles,Endangered,0.5,Backward,1896,0.102,5225.58
Reptiles,Endangered,0.5,Backward,1897,0.102,5406.76
Reptiles,Endangered,0.5,Backward,1898,0.102,5618.41
Reptiles,Endangered,0.5,Backward,1899,0.102,5990.29
Reptiles,Endangered,0.5,Backward,1900,0.102,6242.25
Reptiles,Endangered,0.5,Backward,1901,0.102,6398.4
Reptiles,Endangered,0.5,Backward,1902,0.102,6525.69
Reptiles,Endangered,0.5,Backward,1903,0.102,6960.58
Reptiles,Endangered,0.5,Backward,1904,0.102,7034.49
Reptiles,Endangered,0.5,Backward,1905,0.102,7371.01
Reptiles,Endangered,0.5,Backward,1906,0.102,7678.75
Reptiles,Endangered,0.5,Backward,1907,0.102,8452.3
Reptiles,Endangered,0.5,Backward,1908,0.102,8234.47
Reptiles,Endangered,0.5,Backward,1909,0.102,8487.3
Reptiles,Endangered,0.5,Backward,1910,0.102,8827.21
Reptiles,Endangered,0.5,Backward,1911,0.101,8957.82
Reptiles,Endangered,0.5,Backward,1912,0.101,9309.66
Reptiles,Endangered,0.5,Backward,1913,0.101,9927.85
Reptiles,Endangered,0.5,Backward,1914,0.101,9229.24
Reptiles,Endangered,0.5,Backward,1915,0.101,9142.34
Reptiles,Endangered,0.5,Backward,1916,0.101,9685.77
Reptiles,Endangered,0.5,Backward,1917,0.101,9993.44
Reptiles,Endangered,0.5,Backward,1918,0.101,9896.8
Reptiles,Endangered,0.5,Backward,1919,0.101,8905.55
Reptiles,Endangered,0.5,Backward,1920,0.1,9993.64
Reptiles,Endangered,0.5,Backward,1921,0.1,9036.88
Reptiles,Endangered,0.5,Backward,1922,0.1,9440.31
Reptiles,Endangered,0.5,Backward,1923,0.1,10458.99
Reptiles,Endangered,0.5,Backward,1924,0.1,10516.44
Reptiles,Endangered,0.5,Backward,1925,0.1,10671.69
Reptiles,Endangered,0.5,Backward,1926,0.1,10557.28
Reptiles,Endangered,0.5,Backward,1927,0.099,11402.16
Reptiles,Endangered,0.5,Backward,1928,0.099,11401.07
Reptiles,Endangered,0.5,Backward,1929,0.099,12110.35
Reptiles,Endangered,0.5,Backward,1930,0.099,11421.35
Reptiles,Endangered,0.5,Backward,1931,0.099,10502.01
Reptiles,Endangered,0.5,Backward,1932,0.099,9763.69
Reptiles,Endangered,0.5,Backward,1933,0.099,10175.85
Reptiles,Endangered,0.5,Backward,1934,0.098,10875.6
Reptiles,Endangered,0.5,Backward,1935,0.098,11323.5
Reptiles,Endangered,0.5,Backward,1936,0.098,12197.97
Reptiles,Endangered,0.5,Backward,1937,0.098,12904.77
Reptiles,Endangered,0.5,Backward,1938,0.098,12355.64
Reptiles,Endangered,0.5,Backward,1939,0.098,12957.99
Reptiles,Endangered,0.5,Backward,1940,0.097,13783.93
Reptiles,Endangered,0.5,Backward,1941,0.097,14098.08
Reptiles,Endangered,0.5,Backward,1942,0.097,14192.13
Reptiles,Endangered,0.5,Backward,1943,0.096,14682.31
Reptiles,Endangered,0.5,Backward,1944,0.096,14690.47
Reptiles,Endangered,0.5,Backward,1945,0.096,13012.78
Reptiles,Endangered,0.5,Backward,1946,0.096,14143.72
Reptiles,Endangered,0.5,Backward,1947,0.095,15465.85
Reptiles,Endangered,0.5,Backward,1948,0.095,16207.23
Reptiles,Endangered,0.5,Backward,1949,0.095,15916.8
Reptiles,Endangered,0.5,Backward,1950,0.094,16890.93
Reptiles,Endangered,0.5,Backward,1951,0.094,17999.91
Reptiles,Endangered,0.5,Backward,1952,0.094,18289.06
Reptiles,Endangered,0.5,Backward,1953,0.093,18807.37
Reptiles,Endangered,0.5,Backward,1954,0.093,19294.46
Reptiles,Endangered,0.5,Backward,1955,0.093,20897.93
Reptiles,Endangered,0.5,Backward,1956,0.092,22089.56
Reptiles,Endangered,0.5,Backward,1957,0.092,22826.03
Reptiles,Endangered,0.5,Backward,1958,0.092,23548.55
Reptiles,Endangered,0.5,Backward,1959,0.091,24752.49
Reptiles,Endangered,0.5,Backward,1960,0.091,25988.11
Reptiles,Endangered,0.5,Backward,1961,0.091,26188.78
Reptiles,Endangered,0.5,Backward,1962,0.09,27104.02
Reptiles,Endangered,0.5,Backward,1963,0.09,28523.2
Reptiles,Endangered,0.5,Backward,1964,0.09,29803.1
Reptiles,Endangered,0.5,Backward,1965,0.089,31127.83
Reptiles,Endangered,0.5,Backward,1966,0.089,32601.15
Reptiles,Endangered,0.5,Backward,1967,0.089,33451.89
Reptiles,Endangered,0.5,Backward,1968,0.088,35010.35
Reptiles,Endangered,0.5,Backward,1969,0.088,37112.04
Reptiles,Endangered,0.5,Backward,1970,0.088,39614.23
Reptiles,Endangered,0.5,Backward,1971,0.087,40530.42
Reptiles,Endangered,0.5,Backward,1972,0.087,42211.48
Reptiles,Endangered,0.5,Backward,1973,0.087,44280.37
Reptiles,Endangered,0.5,Backward,1974,0.086,44121.82
Reptiles,Endangered,0.5,Backward,1975,0.086,44050.01
Reptiles,Endangered,0.5,Backward,1976,0.086,46057.62
Reptiles,Endangered,0.5,Backward,1977,0.085,47041.32
Reptiles,Endangered,0.5,Backward,1978,0.085,48596.89
Reptiles,Endangered,0.5,Backward,1979,0.085,49858.01
Reptiles,Endangered,0.5,Backward,1980,0.084,49454.78
Reptiles,Endangered,0.5,Backward,1981,0.084,48207.63
Reptiles,Endangered,0.5,Backward,1982,0.083,47704.35
Reptiles,Endangered,0.5,Backward,1983,0.082,48048.05
Reptiles,Endangered,0.5,Backward,1984,0.082,49506.89
Reptiles,Endangered,0.5,Backward,1985,0.081,50883.29
Reptiles,Endangered,0.5,Backward,1986,0.08,51424.55
Reptiles,Endangered,0.5,Backward,1987,0.079,52670.11
Reptiles,Endangered,0.5,Backward,1988,0.079,54519.88
Reptiles,Endangered,0.5,Backward,1989,0.078,55424.76
Reptiles,Endangered,0.5,Backward,1990,0.077,54478.18
Reptiles,Endangered,0.5,Backward,1991,0.077,55314.77
Reptiles,Endangered,0.5,Backward,1992,0.076,53864.92
Reptiles,Endangered,0.5,JP,1850,0.141,1671.58
Reptiles,Endangered,0.5,JP,1851,0.141,1685.14
Reptiles,Endangered,0.5,JP,1852,0.141,1712.52
Reptiles,Endangered,0.5,JP,1853,0.141,1744.62
Reptiles,Endangered,0.5,JP,1854,0.141,1838.26
Reptiles,Endangered,0.5,JP,1855,0.141,1855.61
Reptiles,Endangered,0.5,JP,1856,0.141,1902.93
Reptiles,Endangered,0.5,JP,1857,0.141,1918.21
Reptiles,Endangered,0.5,JP,1858,0.141,1931.72
Reptiles,Endangered,0.5,JP,1859,0.141,1977.01
Reptiles,Endangered,0.5,JP,1860,0.141,2049.92
Reptiles,Endangered,0.5,JP,1861,0.14,2096.42
Reptiles,Endangered,0.5,JP,1862,0.14,2115.8
Reptiles,Endangered,0.5,JP,1863,0.14,2174.59
Reptiles,Endangered,0.5,JP,1864,0.14,2248.07
Reptiles,Endangered,0.5,JP,1865,0.14,2309.96
Reptiles,Endangered,0.5,JP,1866,0.14,2347.4
Reptiles,Endangered,0.5,JP,1867,0.14,2426.49
Reptiles,Endangered,0.5,JP,1868,0.14,2461.67
Reptiles,Endangered,0.5,JP,1869,0.139,2535.26
Reptiles,Endangered,0.5,JP,1870,0.139,2568.52
Reptiles,Endangered,0.5,JP,1871,0.139,2651.61
Reptiles,Endangered,0.5,JP,1872,0.139,2805.06
Reptiles,Endangered,0.5,JP,1873,0.139,2910.03
Reptiles,Endangered,0.5,JP,1874,0.139,2835.53
Reptiles,Endangered,0.5,JP,1875,0.139,2975.62
Reptiles,Endangered,0.5,JP,1876,0.139,3016
Reptiles,Endangered,0.5,JP,1877,0.139,3067.16
Reptiles,Endangered,0.5,JP,1878,0.139,3090.95
Reptiles,Endangered,0.5,JP,1879,0.139,3221.87
Reptiles,Endangered,0.5,JP,1880,0.139,3466.18
Reptiles,Endangered,0.5,JP,1881,0.138,3535.83
Reptiles,Endangered,0.5,JP,1882,0.138,3664.01
Reptiles,Endangered,0.5,JP,1883,0.138,3812.37
Reptiles,Endangered,0.5,JP,1884,0.137,3847.57
Reptiles,Endangered,0.5,JP,1885,0.137,3877.67
Reptiles,Endangered,0.5,JP,1886,0.137,3925.95
Reptiles,Endangered,0.5,JP,1887,0.136,4052.51
Reptiles,Endangered,0.5,JP,1888,0.136,4324.25
Reptiles,Endangered,0.5,JP,1889,0.136,4339.29
Reptiles,Endangered,0.5,JP,1890,0.135,4601.05
Reptiles,Endangered,0.5,JP,1891,0.135,4752.98
Reptiles,Endangered,0.5,JP,1892,0.134,4791.43
Reptiles,Endangered,0.5,JP,1893,0.134,4771.07
Reptiles,Endangered,0.5,JP,1894,0.133,4897.12
Reptiles,Endangered,0.5,JP,1895,0.133,5102.3
Reptiles,Endangered,0.5,JP,1896,0.133,5225.58
Reptiles,Endangered,0.5,JP,1897,0.132,5406.76
Reptiles,Endangered,0.5,JP,1898,0.132,5618.41
Reptiles,Endangered,0.5,JP,1899,0.131,5990.29
Reptiles,Endangered,0.5,JP,1900,0.131,6242.25
Reptiles,Endangered,0.5,JP,1901,0.13,6398.4
Reptiles,Endangered,0.5,JP,1902,0.13,6525.69
Reptiles,Endangered,0.5,JP,1903,0.13,6960.58
