Taxon,redlistCategory,Resolution,Methods,Year,Pearson's r
Mammals,Vulnerable,0.5,JP,1666,0.403
Mammals,Vulnerable,0.5,JP,1667,0.403
Mammals,Vulnerable,0.5,JP,1668,0.403
Mammals,Vulnerable,0.5,JP,1669,0.403
Mammals,Vulnerable,0.5,JP,1670,0.403
Mammals,Vulnerable,0.5,JP,1671,0.403
Mammals,Vulnerable,0.5,JP,1672,0.403
Mammals,Vulnerable,0.5,JP,1673,0.403
Mammals,Vulnerable,0.5,JP,1674,0.403
Mammals,Vulnerable,0.5,JP,1675,0.403
Mammals,Vulnerable,0.5,JP,1676,0.403
Mammals,Vulnerable,0.5,JP,1677,0.403
Mammals,Vulnerable,0.5,JP,1678,0.403
Mammals,Vulnerable,0.5,JP,1679,0.403
Mammals,Vulnerable,0.5,JP,1680,0.403
Mammals,Vulnerable,0.5,JP,1681,0.403
Mammals,Vulnerable,0.5,JP,1682,0.403
Mammals,Vulnerable,0.5,JP,1683,0.403
Mammals,Vulnerable,0.5,JP,1684,0.403
Mammals,Vulnerable,0.5,JP,1685,0.403
Mammals,Vulnerable,0.5,JP,1686,0.403
Mammals,Vulnerable,0.5,JP,1687,0.403
Mammals,Vulnerable,0.5,JP,1688,0.403
Mammals,Vulnerable,0.5,JP,1689,0.403
Mammals,Vulnerable,0.5,JP,1690,0.403
Mammals,Vulnerable,0.5,JP,1691,0.403
Mammals,Vulnerable,0.5,JP,1692,0.404
Mammals,Vulnerable,0.5,JP,1693,0.404
Mammals,Vulnerable,0.5,JP,1694,0.404
Mammals,Vulnerable,0.5,JP,1695,0.404
Mammals,Vulnerable,0.5,JP,1696,0.404
Mammals,Vulnerable,0.5,JP,1697,0.404
Mammals,Vulnerable,0.5,JP,1698,0.404
Mammals,Vulnerable,0.5,JP,1699,0.404
Mammals,Vulnerable,0.5,JP,1700,0.404
Mammals,Vulnerable,0.5,JP,1701,0.404
Mammals,Vulnerable,0.5,JP,1702,0.404
Mammals,Vulnerable,0.5,JP,1703,0.404
Mammals,Vulnerable,0.5,JP,1704,0.404
Mammals,Vulnerable,0.5,JP,1705,0.405
Mammals,Vulnerable,0.5,JP,1706,0.405
Mammals,Vulnerable,0.5,JP,1707,0.405
Mammals,Vulnerable,0.5,JP,1708,0.405
Mammals,Vulnerable,0.5,JP,1709,0.405
Mammals,Vulnerable,0.5,JP,1710,0.406
Mammals,Vulnerable,0.5,JP,1711,0.406
Mammals,Vulnerable,0.5,JP,1712,0.406
Mammals,Vulnerable,0.5,JP,1713,0.406
Mammals,Vulnerable,0.5,JP,1714,0.406
Mammals,Vulnerable,0.5,JP,1715,0.406
Mammals,Vulnerable,0.5,JP,1716,0.407
Mammals,Vulnerable,0.5,JP,1717,0.407
Mammals,Vulnerable,0.5,JP,1718,0.407
Mammals,Vulnerable,0.5,JP,1719,0.407
Mammals,Vulnerable,0.5,JP,1720,0.407
Mammals,Vulnerable,0.5,JP,1721,0.407
Mammals,Vulnerable,0.5,JP,1722,0.408
Mammals,Vulnerable,0.5,JP,1723,0.408
Mammals,Vulnerable,0.5,JP,1724,0.408
Mammals,Vulnerable,0.5,JP,1725,0.408
Mammals,Vulnerable,0.5,JP,1726,0.408
Mammals,Vulnerable,0.5,JP,1727,0.408
Mammals,Vulnerable,0.5,JP,1728,0.409
Mammals,Vulnerable,0.5,JP,1729,0.409
Mammals,Vulnerable,0.5,JP,1730,0.409
Mammals,Vulnerable,0.5,JP,1731,0.409
Mammals,Vulnerable,0.5,JP,1732,0.409
Mammals,Vulnerable,0.5,JP,1733,0.41
Mammals,Vulnerable,0.5,JP,1734,0.41
Mammals,Vulnerable,0.5,JP,1735,0.41
Mammals,Vulnerable,0.5,JP,1736,0.41
Mammals,Vulnerable,0.5,JP,1737,0.41
Mammals,Vulnerable,0.5,JP,1738,0.41
Mammals,Vulnerable,0.5,JP,1739,0.41
Mammals,Vulnerable,0.5,JP,1740,0.411
Mammals,Vulnerable,0.5,JP,1741,0.411
Mammals,Vulnerable,0.5,JP,1742,0.411
Mammals,Vulnerable,0.5,JP,1743,0.411
Mammals,Vulnerable,0.5,JP,1744,0.411
Mammals,Vulnerable,0.5,JP,1745,0.411
Mammals,Vulnerable,0.5,JP,1746,0.412
Mammals,Vulnerable,0.5,JP,1747,0.412
Mammals,Vulnerable,0.5,JP,1748,0.412
Mammals,Vulnerable,0.5,JP,1749,0.412
Mammals,Vulnerable,0.5,JP,1750,0.412
Mammals,Vulnerable,0.5,JP,1751,0.412
Mammals,Vulnerable,0.5,JP,1752,0.413
Mammals,Vulnerable,0.5,JP,1753,0.413
Mammals,Vulnerable,0.5,JP,1754,0.413
Mammals,Vulnerable,0.5,JP,1755,0.413
Mammals,Vulnerable,0.5,JP,1756,0.413
Mammals,Vulnerable,0.5,JP,1757,0.413
Mammals,Vulnerable,0.5,JP,1758,0.414
Mammals,Vulnerable,0.5,JP,1759,0.414
Mammals,Vulnerable,0.5,JP,1760,0.414
Mammals,Vulnerable,0.5,JP,1761,0.414
Mammals,Vulnerable,0.5,JP,1762,0.414
Mammals,Vulnerable,0.5,JP,1763,0.414
Mammals,Vulnerable,0.5,JP,1764,0.415
Mammals,Vulnerable,0.5,JP,1765,0.415
Mammals,Vulnerable,0.5,JP,1766,0.415
Mammals,Vulnerable,0.5,JP,1767,0.415
Mammals,Vulnerable,0.5,JP,1768,0.415
Mammals,Vulnerable,0.5,JP,1769,0.415
Mammals,Vulnerable,0.5,JP,1770,0.415
Mammals,Vulnerable,0.5,JP,1771,0.416
Mammals,Vulnerable,0.5,JP,1772,0.416
Mammals,Vulnerable,0.5,JP,1773,0.416
Mammals,Vulnerable,0.5,JP,1774,0.416
Mammals,Vulnerable,0.5,JP,1775,0.416
Mammals,Vulnerable,0.5,JP,1776,0.416
Mammals,Vulnerable,0.5,JP,1777,0.417
Mammals,Vulnerable,0.5,JP,1778,0.417
Mammals,Vulnerable,0.5,JP,1779,0.417
Mammals,Vulnerable,0.5,JP,1780,0.417
Mammals,Vulnerable,0.5,JP,1781,0.417
Mammals,Vulnerable,0.5,JP,1782,0.417
Mammals,Vulnerable,0.5,JP,1783,0.417
Mammals,Vulnerable,0.5,JP,1784,0.418
Mammals,Vulnerable,0.5,JP,1785,0.418
Mammals,Vulnerable,0.5,JP,1786,0.418
Mammals,Vulnerable,0.5,JP,1787,0.418
Mammals,Vulnerable,0.5,JP,1788,0.418
Mammals,Vulnerable,0.5,JP,1789,0.418
Mammals,Vulnerable,0.5,JP,1790,0.418
Mammals,Vulnerable,0.5,JP,1791,0.419
Mammals,Vulnerable,0.5,JP,1792,0.419
Mammals,Vulnerable,0.5,JP,1793,0.419
Mammals,Vulnerable,0.5,JP,1794,0.419
Mammals,Vulnerable,0.5,JP,1795,0.419
Mammals,Vulnerable,0.5,JP,1796,0.419
Mammals,Vulnerable,0.5,JP,1797,0.419
Mammals,Vulnerable,0.5,JP,1798,0.42
Mammals,Vulnerable,0.5,JP,1799,0.42
Mammals,Vulnerable,0.5,JP,1800,0.42
Mammals,Vulnerable,0.5,JP,1801,0.42
Mammals,Vulnerable,0.5,JP,1802,0.42
Mammals,Vulnerable,0.5,JP,1803,0.42
Mammals,Vulnerable,0.5,JP,1804,0.42
Mammals,Vulnerable,0.5,JP,1805,0.42
Mammals,Vulnerable,0.5,JP,1806,0.421
Mammals,Vulnerable,0.5,JP,1807,0.421
Mammals,Vulnerable,0.5,JP,1808,0.421
Mammals,Vulnerable,0.5,JP,1809,0.421
Mammals,Vulnerable,0.5,JP,1810,0.421
Mammals,Vulnerable,0.5,JP,1811,0.421
Mammals,Vulnerable,0.5,JP,1812,0.421
Mammals,Vulnerable,0.5,JP,1813,0.421
Mammals,Vulnerable,0.5,JP,1814,0.422
Mammals,Vulnerable,0.5,JP,1815,0.422
Mammals,Vulnerable,0.5,JP,1816,0.422
Mammals,Vulnerable,0.5,JP,1817,0.422
Mammals,Vulnerable,0.5,JP,1818,0.422
Mammals,Vulnerable,0.5,JP,1819,0.422
Mammals,Vulnerable,0.5,JP,1820,0.422
Mammals,Vulnerable,0.5,JP,1821,0.422
Mammals,Vulnerable,0.5,JP,1822,0.422
Mammals,Vulnerable,0.5,JP,1823,0.422
Mammals,Vulnerable,0.5,JP,1824,0.423
Mammals,Vulnerable,0.5,JP,1825,0.423
Mammals,Vulnerable,0.5,JP,1826,0.423
Mammals,Vulnerable,0.5,JP,1827,0.423
Mammals,Vulnerable,0.5,JP,1828,0.423
Mammals,Vulnerable,0.5,JP,1829,0.423
Mammals,Vulnerable,0.5,JP,1830,0.423
Mammals,Vulnerable,0.5,JP,1831,0.423
Mammals,Vulnerable,0.5,JP,1832,0.423
Mammals,Vulnerable,0.5,JP,1833,0.423
Mammals,Vulnerable,0.5,JP,1834,0.423
Mammals,Vulnerable,0.5,JP,1835,0.424
Mammals,Vulnerable,0.5,JP,1836,0.424
Mammals,Vulnerable,0.5,JP,1837,0.424
Mammals,Vulnerable,0.5,JP,1838,0.424
Mammals,Vulnerable,0.5,JP,1839,0.424
Mammals,Vulnerable,0.5,JP,1840,0.424
Mammals,Vulnerable,0.5,JP,1841,0.424
Mammals,Vulnerable,0.5,JP,1842,0.424
Mammals,Vulnerable,0.5,JP,1843,0.424
Mammals,Vulnerable,0.5,JP,1844,0.424
Mammals,Vulnerable,0.5,JP,1845,0.424
Mammals,Vulnerable,0.5,JP,1846,0.425
Mammals,Vulnerable,0.5,JP,1847,0.425
Mammals,Vulnerable,0.5,JP,1848,0.425
Mammals,Vulnerable,0.5,JP,1849,0.425
Mammals,Vulnerable,0.5,JP,1850,0.425
Mammals,Vulnerable,0.5,JP,1851,0.425
Mammals,Vulnerable,0.5,JP,1852,0.425
Mammals,Vulnerable,0.5,JP,1853,0.425
Mammals,Vulnerable,0.5,JP,1854,0.426
Mammals,Vulnerable,0.5,JP,1855,0.426
Mammals,Vulnerable,0.5,JP,1856,0.426
Mammals,Vulnerable,0.5,JP,1857,0.426
Mammals,Vulnerable,0.5,JP,1858,0.426
Mammals,Vulnerable,0.5,JP,1859,0.426
Mammals,Vulnerable,0.5,JP,1860,0.426
Mammals,Vulnerable,0.5,JP,1861,0.427
Mammals,Vulnerable,0.5,JP,1862,0.427
Mammals,Vulnerable,0.5,JP,1863,0.427
Mammals,Vulnerable,0.5,JP,1864,0.427
Mammals,Vulnerable,0.5,JP,1865,0.427
Mammals,Vulnerable,0.5,JP,1866,0.427
Mammals,Vulnerable,0.5,JP,1867,0.427
Mammals,Vulnerable,0.5,JP,1868,0.427
Mammals,Vulnerable,0.5,JP,1869,0.427
Mammals,Vulnerable,0.5,JP,1870,0.427
Mammals,Vulnerable,0.5,JP,1871,0.427
Mammals,Vulnerable,0.5,JP,1872,0.428
Mammals,Vulnerable,0.5,JP,1873,0.428
Mammals,Vulnerable,0.5,JP,1874,0.428
Mammals,Vulnerable,0.5,JP,1875,0.428
Mammals,Vulnerable,0.5,JP,1876,0.428
Mammals,Vulnerable,0.5,JP,1877,0.428
Mammals,Vulnerable,0.5,JP,1878,0.429
Mammals,Vulnerable,0.5,JP,1879,0.429
Mammals,Vulnerable,0.5,JP,1880,0.429
Mammals,Vulnerable,0.5,JP,1881,0.429
Mammals,Vulnerable,0.5,JP,1882,0.429
Mammals,Vulnerable,0.5,JP,1883,0.429
Mammals,Vulnerable,0.5,JP,1884,0.429
Mammals,Vulnerable,0.5,JP,1885,0.429
Mammals,Vulnerable,0.5,JP,1886,0.429
Mammals,Vulnerable,0.5,JP,1887,0.429
Mammals,Vulnerable,0.5,JP,1888,0.429
Mammals,Vulnerable,0.5,JP,1889,0.429
Mammals,Vulnerable,0.5,JP,1890,0.429
Mammals,Vulnerable,0.5,JP,1891,0.429
Mammals,Vulnerable,0.5,JP,1892,0.429
Mammals,Vulnerable,0.5,JP,1893,0.429
Mammals,Vulnerable,0.5,JP,1894,0.429
Mammals,Vulnerable,0.5,JP,1895,0.428
Mammals,Vulnerable,0.5,JP,1896,0.428
Mammals,Vulnerable,0.5,JP,1897,0.428
Mammals,Vulnerable,0.5,JP,1898,0.428
Mammals,Vulnerable,0.5,JP,1899,0.428
Mammals,Vulnerable,0.5,JP,1900,0.428
Mammals,Vulnerable,0.5,JP,1901,0.428
Mammals,Vulnerable,0.5,JP,1902,0.427
Mammals,Vulnerable,0.5,JP,1903,0.427
Mammals,Vulnerable,0.5,JP,1904,0.427
Mammals,Vulnerable,0.5,JP,1905,0.427
Mammals,Vulnerable,0.5,JP,1906,0.427
Mammals,Vulnerable,0.5,JP,1907,0.427
Mammals,Vulnerable,0.5,JP,1908,0.427
Mammals,Vulnerable,0.5,JP,1909,0.427
Mammals,Vulnerable,0.5,JP,1910,0.426
Mammals,Vulnerable,0.5,JP,1911,0.426
Mammals,Vulnerable,0.5,JP,1912,0.426
Mammals,Vulnerable,0.5,JP,1913,0.426
Mammals,Vulnerable,0.5,JP,1914,0.426
Mammals,Vulnerable,0.5,JP,1915,0.426
Mammals,Vulnerable,0.5,JP,1916,0.425
Mammals,Vulnerable,0.5,JP,1917,0.425
Mammals,Vulnerable,0.5,JP,1918,0.425
Mammals,Vulnerable,0.5,JP,1919,0.425
Mammals,Vulnerable,0.5,JP,1920,0.425
Mammals,Vulnerable,0.5,JP,1921,0.425
Mammals,Vulnerable,0.5,JP,1922,0.424
Mammals,Vulnerable,0.5,JP,1923,0.424
Mammals,Vulnerable,0.5,JP,1924,0.424
Mammals,Vulnerable,0.5,JP,1925,0.424
Mammals,Vulnerable,0.5,JP,1926,0.424
Mammals,Vulnerable,0.5,JP,1927,0.423
Mammals,Vulnerable,0.5,JP,1928,0.423
Mammals,Vulnerable,0.5,JP,1929,0.423
Mammals,Vulnerable,0.5,JP,1930,0.422
Mammals,Vulnerable,0.5,JP,1931,0.422
Mammals,Vulnerable,0.5,JP,1932,0.422
Mammals,Vulnerable,0.5,JP,1933,0.421
Mammals,Vulnerable,0.5,JP,1934,0.421
Mammals,Vulnerable,0.5,JP,1935,0.421
Mammals,Vulnerable,0.5,JP,1936,0.42
Mammals,Vulnerable,0.5,JP,1937,0.42
Mammals,Vulnerable,0.5,JP,1938,0.42
Mammals,Vulnerable,0.5,JP,1939,0.419
Mammals,Vulnerable,0.5,JP,1940,0.419
Mammals,Vulnerable,0.5,JP,1941,0.418
Mammals,Vulnerable,0.5,JP,1942,0.418
Mammals,Vulnerable,0.5,JP,1943,0.417
Mammals,Vulnerable,0.5,JP,1944,0.417
Mammals,Vulnerable,0.5,JP,1945,0.416
Mammals,Vulnerable,0.5,JP,1946,0.416
Mammals,Vulnerable,0.5,JP,1947,0.415
Mammals,Vulnerable,0.5,JP,1948,0.415
Mammals,Vulnerable,0.5,JP,1949,0.414
Mammals,Vulnerable,0.5,JP,1950,0.413
Mammals,Vulnerable,0.5,JP,1951,0.413
Mammals,Vulnerable,0.5,JP,1952,0.412
Mammals,Vulnerable,0.5,JP,1953,0.412
Mammals,Vulnerable,0.5,JP,1954,0.412
Mammals,Vulnerable,0.5,JP,1955,0.411
Mammals,Vulnerable,0.5,JP,1956,0.411
Mammals,Vulnerable,0.5,JP,1957,0.411
Mammals,Vulnerable,0.5,JP,1958,0.411
Mammals,Vulnerable,0.5,JP,1959,0.41
Mammals,Vulnerable,0.5,JP,1960,0.409
Mammals,Vulnerable,0.5,JP,1961,0.408
Mammals,Vulnerable,0.5,JP,1962,0.407
Mammals,Vulnerable,0.5,JP,1963,0.406
Mammals,Vulnerable,0.5,JP,1964,0.405
Mammals,Vulnerable,0.5,JP,1965,0.405
Mammals,Vulnerable,0.5,JP,1966,0.404
Mammals,Vulnerable,0.5,JP,1967,0.403
Mammals,Vulnerable,0.5,JP,1968,0.402
Mammals,Vulnerable,0.5,JP,1969,0.402
Mammals,Vulnerable,0.5,JP,1970,0.402
Mammals,Vulnerable,0.5,JP,1971,0.402
Mammals,Vulnerable,0.5,JP,1972,0.401
Mammals,Vulnerable,0.5,JP,1973,0.4
Mammals,Vulnerable,0.5,JP,1974,0.399
Mammals,Vulnerable,0.5,JP,1975,0.399
Mammals,Vulnerable,0.5,JP,1976,0.398
Mammals,Vulnerable,0.5,JP,1977,0.398
Mammals,Vulnerable,0.5,JP,1978,0.397
Mammals,Vulnerable,0.5,JP,1979,0.396
Mammals,Vulnerable,0.5,JP,1980,0.396
Mammals,Vulnerable,0.5,JP,1981,0.395
Mammals,Vulnerable,0.5,JP,1982,0.395
Mammals,Vulnerable,0.5,JP,1983,0.394
Mammals,Vulnerable,0.5,JP,1984,0.393
Mammals,Vulnerable,0.5,JP,1985,0.392
Mammals,Vulnerable,0.5,JP,1986,0.391
Mammals,Vulnerable,0.5,JP,1987,0.389
Mammals,Vulnerable,0.5,JP,1988,0.388
Mammals,Vulnerable,0.5,JP,1989,0.387
Mammals,Vulnerable,0.5,JP,1990,0.387
Mammals,Vulnerable,0.5,JP,1991,0.387
Mammals,Vulnerable,0.5,JP,1992,0.385
Reptiles,All species,0.5,Forward,1500,0.419
Reptiles,All species,0.5,Forward,1501,0.419
Reptiles,All species,0.5,Forward,1502,0.419
Reptiles,All species,0.5,Forward,1503,0.419
Reptiles,All species,0.5,Forward,1504,0.419
Reptiles,All species,0.5,Forward,1505,0.419
Reptiles,All species,0.5,Forward,1506,0.419
Reptiles,All species,0.5,Forward,1507,0.419
Reptiles,All species,0.5,Forward,1508,0.419
Reptiles,All species,0.5,Forward,1509,0.419
Reptiles,All species,0.5,Forward,1510,0.419
Reptiles,All species,0.5,Forward,1511,0.419
Reptiles,All species,0.5,Forward,1512,0.419
Reptiles,All species,0.5,Forward,1513,0.419
Reptiles,All species,0.5,Forward,1514,0.419
Reptiles,All species,0.5,Forward,1515,0.419
Reptiles,All species,0.5,Forward,1516,0.419
Reptiles,All species,0.5,Forward,1517,0.419
Reptiles,All species,0.5,Forward,1518,0.419
Reptiles,All species,0.5,Forward,1519,0.419
Reptiles,All species,0.5,Forward,1520,0.419
Reptiles,All species,0.5,Forward,1521,0.419
Reptiles,All species,0.5,Forward,1522,0.419
Reptiles,All species,0.5,Forward,1523,0.419
Reptiles,All species,0.5,Forward,1524,0.419
Reptiles,All species,0.5,Forward,1525,0.419
Reptiles,All species,0.5,Forward,1526,0.42
Reptiles,All species,0.5,Forward,1527,0.42
Reptiles,All species,0.5,Forward,1528,0.42
Reptiles,All species,0.5,Forward,1529,0.42
Reptiles,All species,0.5,Forward,1530,0.42
Reptiles,All species,0.5,Forward,1531,0.42
Reptiles,All species,0.5,Forward,1532,0.42
Reptiles,All species,0.5,Forward,1533,0.42
Reptiles,All species,0.5,Forward,1534,0.42
Reptiles,All species,0.5,Forward,1535,0.42
Reptiles,All species,0.5,Forward,1536,0.42
Reptiles,All species,0.5,Forward,1537,0.42
Reptiles,All species,0.5,Forward,1538,0.42
Reptiles,All species,0.5,Forward,1539,0.42
Reptiles,All species,0.5,Forward,1540,0.42
Reptiles,All species,0.5,Forward,1541,0.42
Reptiles,All species,0.5,Forward,1542,0.42
Reptiles,All species,0.5,Forward,1543,0.42
Reptiles,All species,0.5,Forward,1544,0.42
Reptiles,All species,0.5,Forward,1545,0.42
Reptiles,All species,0.5,Forward,1546,0.42
Reptiles,All species,0.5,Forward,1547,0.42
Reptiles,All species,0.5,Forward,1548,0.42
Reptiles,All species,0.5,Forward,1549,0.42
Reptiles,All species,0.5,Forward,1550,0.42
Reptiles,All species,0.5,Forward,1551,0.42
Reptiles,All species,0.5,Forward,1552,0.42
Reptiles,All species,0.5,Forward,1553,0.421
Reptiles,All species,0.5,Forward,1554,0.421
Reptiles,All species,0.5,Forward,1555,0.421
Reptiles,All species,0.5,Forward,1556,0.421
Reptiles,All species,0.5,Forward,1557,0.421
Reptiles,All species,0.5,Forward,1558,0.421
Reptiles,All species,0.5,Forward,1559,0.421
Reptiles,All species,0.5,Forward,1560,0.421
Reptiles,All species,0.5,Forward,1561,0.421
Reptiles,All species,0.5,Forward,1562,0.421
Reptiles,All species,0.5,Forward,1563,0.421
Reptiles,All species,0.5,Forward,1564,0.421
Reptiles,All species,0.5,Forward,1565,0.421
Reptiles,All species,0.5,Forward,1566,0.421
Reptiles,All species,0.5,Forward,1567,0.421
Reptiles,All species,0.5,Forward,1568,0.421
Reptiles,All species,0.5,Forward,1569,0.421
Reptiles,All species,0.5,Forward,1570,0.421
Reptiles,All species,0.5,Forward,1571,0.421
Reptiles,All species,0.5,Forward,1572,0.421
Reptiles,All species,0.5,Forward,1573,0.421
Reptiles,All species,0.5,Forward,1574,0.421
Reptiles,All species,0.5,Forward,1575,0.421
Reptiles,All species,0.5,Forward,1576,0.421
Reptiles,All species,0.5,Forward,1577,0.421
Reptiles,All species,0.5,Forward,1578,0.421
Reptiles,All species,0.5,Forward,1579,0.421
Reptiles,All species,0.5,Forward,1580,0.421
Reptiles,All species,0.5,Forward,1581,0.421
Reptiles,All species,0.5,Forward,1582,0.422
Reptiles,All species,0.5,Forward,1583,0.422
Reptiles,All species,0.5,Forward,1584,0.422
Reptiles,All species,0.5,Forward,1585,0.422
Reptiles,All species,0.5,Forward,1586,0.422
Reptiles,All species,0.5,Forward,1587,0.422
Reptiles,All species,0.5,Forward,1588,0.422
Reptiles,All species,0.5,Forward,1589,0.422
Reptiles,All species,0.5,Forward,1590,0.422
Reptiles,All species,0.5,Forward,1591,0.422
Reptiles,All species,0.5,Forward,1592,0.422
Reptiles,All species,0.5,Forward,1593,0.422
Reptiles,All species,0.5,Forward,1594,0.422
Reptiles,All species,0.5,Forward,1595,0.422
Reptiles,All species,0.5,Forward,1596,0.422
Reptiles,All species,0.5,Forward,1597,0.422
Reptiles,All species,0.5,Forward,1598,0.422
Reptiles,All species,0.5,Forward,1599,0.422
Reptiles,All species,0.5,Forward,1600,0.422
Reptiles,All species,0.5,Forward,1601,0.422
Reptiles,All species,0.5,Forward,1602,0.422
Reptiles,All species,0.5,Forward,1603,0.422
Reptiles,All species,0.5,Forward,1604,0.422
Reptiles,All species,0.5,Forward,1605,0.422
Reptiles,All species,0.5,Forward,1606,0.422
Reptiles,All species,0.5,Forward,1607,0.422
Reptiles,All species,0.5,Forward,1608,0.422
Reptiles,All species,0.5,Forward,1609,0.422
Reptiles,All species,0.5,Forward,1610,0.422
Reptiles,All species,0.5,Forward,1611,0.422
Reptiles,All species,0.5,Forward,1612,0.422
Reptiles,All species,0.5,Forward,1613,0.422
Reptiles,All species,0.5,Forward,1614,0.422
Reptiles,All species,0.5,Forward,1615,0.422
Reptiles,All species,0.5,Forward,1616,0.422
Reptiles,All species,0.5,Forward,1617,0.422
Reptiles,All species,0.5,Forward,1618,0.422
Reptiles,All species,0.5,Forward,1619,0.422
Reptiles,All species,0.5,Forward,1620,0.422
Reptiles,All species,0.5,Forward,1621,0.422
Reptiles,All species,0.5,Forward,1622,0.422
Reptiles,All species,0.5,Forward,1623,0.422
Reptiles,All species,0.5,Forward,1624,0.422
Reptiles,All species,0.5,Forward,1625,0.422
Reptiles,All species,0.5,Forward,1626,0.422
Reptiles,All species,0.5,Forward,1627,0.422
Reptiles,All species,0.5,Forward,1628,0.422
Reptiles,All species,0.5,Forward,1629,0.422
Reptiles,All species,0.5,Forward,1630,0.422
Reptiles,All species,0.5,Forward,1631,0.422
Reptiles,All species,0.5,Forward,1632,0.422
Reptiles,All species,0.5,Forward,1633,0.422
Reptiles,All species,0.5,Forward,1634,0.422
Reptiles,All species,0.5,Forward,1635,0.422
Reptiles,All species,0.5,Forward,1636,0.422
Reptiles,All species,0.5,Forward,1637,0.422
Reptiles,All species,0.5,Forward,1638,0.422
Reptiles,All species,0.5,Forward,1639,0.422
Reptiles,All species,0.5,Forward,1640,0.422
Reptiles,All species,0.5,Forward,1641,0.422
Reptiles,All species,0.5,Forward,1642,0.422
Reptiles,All species,0.5,Forward,1643,0.422
Reptiles,All species,0.5,Forward,1644,0.422
Reptiles,All species,0.5,Forward,1645,0.422
Reptiles,All species,0.5,Forward,1646,0.422
Reptiles,All species,0.5,Forward,1647,0.422
Reptiles,All species,0.5,Forward,1648,0.422
Reptiles,All species,0.5,Forward,1649,0.422
Reptiles,All species,0.5,Forward,1650,0.422
Reptiles,All species,0.5,Forward,1651,0.422
Reptiles,All species,0.5,Forward,1652,0.422
Reptiles,All species,0.5,Forward,1653,0.422
Reptiles,All species,0.5,Forward,1654,0.422
Reptiles,All species,0.5,Forward,1655,0.422
Reptiles,All species,0.5,Forward,1656,0.422
Reptiles,All species,0.5,Forward,1657,0.422
Reptiles,All species,0.5,Forward,1658,0.422
Reptiles,All species,0.5,Forward,1659,0.422
Reptiles,All species,0.5,Forward,1660,0.423
Reptiles,All species,0.5,Forward,1661,0.423
Reptiles,All species,0.5,Forward,1662,0.423
Reptiles,All species,0.5,Forward,1663,0.423
Reptiles,All species,0.5,Forward,1664,0.423
Reptiles,All species,0.5,Forward,1665,0.423
Reptiles,All species,0.5,Forward,1666,0.423
Reptiles,All species,0.5,Forward,1667,0.423
Reptiles,All species,0.5,Forward,1668,0.423
Reptiles,All species,0.5,Forward,1669,0.423
Reptiles,All species,0.5,Forward,1670,0.423
Reptiles,All species,0.5,Forward,1671,0.423
Reptiles,All species,0.5,Forward,1672,0.423
Reptiles,All species,0.5,Forward,1673,0.423
Reptiles,All species,0.5,Forward,1674,0.423
Reptiles,All species,0.5,Forward,1675,0.423
Reptiles,All species,0.5,Forward,1676,0.423
Reptiles,All species,0.5,Forward,1677,0.423
Reptiles,All species,0.5,Forward,1678,0.423
Reptiles,All species,0.5,Forward,1679,0.423
Reptiles,All species,0.5,Forward,1680,0.423
Reptiles,All species,0.5,Forward,1681,0.423
Reptiles,All species,0.5,Forward,1682,0.423
Reptiles,All species,0.5,Forward,1683,0.423
Reptiles,All species,0.5,Forward,1684,0.423
Reptiles,All species,0.5,Forward,1685,0.423
Reptiles,All species,0.5,Forward,1686,0.423
Reptiles,All species,0.5,Forward,1687,0.423
Reptiles,All species,0.5,Forward,1688,0.423
Reptiles,All species,0.5,Forward,1689,0.423
Reptiles,All species,0.5,Forward,1690,0.423
Reptiles,All species,0.5,Forward,1691,0.423
Reptiles,All species,0.5,Forward,1692,0.423
Reptiles,All species,0.5,Forward,1693,0.423
Reptiles,All species,0.5,Forward,1694,0.423
Reptiles,All species,0.5,Forward,1695,0.423
Reptiles,All species,0.5,Forward,1696,0.423
Reptiles,All species,0.5,Forward,1697,0.423
Reptiles,All species,0.5,Forward,1698,0.423
Reptiles,All species,0.5,Forward,1699,0.423
Reptiles,All species,0.5,Forward,1700,0.423
Reptiles,All species,0.5,Forward,1701,0.423
Reptiles,All species,0.5,Forward,1702,0.423
Reptiles,All species,0.5,Forward,1703,0.423
Reptiles,All species,0.5,Forward,1704,0.423
Reptiles,All species,0.5,Forward,1705,0.423
Reptiles,All species,0.5,Forward,1706,0.423
Reptiles,All species,0.5,Forward,1707,0.423
Reptiles,All species,0.5,Forward,1708,0.423
Reptiles,All species,0.5,Forward,1709,0.423
Reptiles,All species,0.5,Forward,1710,0.423
Reptiles,All species,0.5,Forward,1711,0.423
Reptiles,All species,0.5,Forward,1712,0.423
Reptiles,All species,0.5,Forward,1713,0.423
Reptiles,All species,0.5,Forward,1714,0.423
Reptiles,All species,0.5,Forward,1715,0.423
Reptiles,All species,0.5,Forward,1716,0.423
Reptiles,All species,0.5,Forward,1717,0.423
Reptiles,All species,0.5,Forward,1718,0.423
Reptiles,All species,0.5,Forward,1719,0.423
Reptiles,All species,0.5,Forward,1720,0.423
Reptiles,All species,0.5,Forward,1721,0.423
Reptiles,All species,0.5,Forward,1722,0.423
Reptiles,All species,0.5,Forward,1723,0.423
Reptiles,All species,0.5,Forward,1724,0.423
Reptiles,All species,0.5,Forward,1725,0.423
Reptiles,All species,0.5,Forward,1726,0.423
